1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941315143347e+09,-3.339821705594658852e-03,-2.929801994469016790e-04,2.077313041687011719e+01,2.426651000976562500e+01,2.469989013671875000e+01,-1.465454101562500000e-01,0.000000000000000000e+00,-7.018446922302246094e-04,-2.109457426513472456e-07
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941315512657e+09,0.000000000000000000e+00,-1.011665444821119308e-02,2.080679512023925781e+01,2.417996215820312500e+01,2.455529785156250000e+01,-1.465454101562500000e-01,6.600000262260437012e-01,-7.018446922302246094e-04,-9.512655138969421387e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941316639662e+09,0.000000000000000000e+00,-9.850905276834964752e-03,2.080679512023925781e+01,2.432421875000000000e+01,2.475775146484375000e+01,-1.465454101562500000e-01,5.270454883575439453e-01,-7.018446922302246094e-04,-9.512726068496704102e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941317320585e+09,-2.003893069922924042e-02,-6.883908994495868683e-03,2.080679512023925781e+01,2.446859741210937500e+01,2.504742431640625000e+01,-1.465454101562500000e-01,4.404439926147460938e-01,-7.018446922302246094e-04,-9.512775540351867676e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941317320585e+09,2.671857364475727081e-02,-1.054099015891551971e-02,2.080679512023925781e+01,2.441082763671875000e+01,2.497497558593750000e+01,-1.465454101562500000e-01,3.320143818855285645e-01,2.316045761108398438e-02,-9.512851238250732422e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941318322420e+09,2.337875217199325562e-02,7.497512269765138626e-03,2.080679512023925781e+01,2.445416259765625000e+01,2.477221679687500000e+01,3.956054687500000000e+00,2.822781205177307129e-01,6.339883804321289062e-02,-9.512796998023986816e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941319321156e+09,-1.001946534961462021e-02,9.089100360870361328e-02,2.080679512023925781e+01,2.451196289062500000e+01,2.488803100585937500e+01,1.626373291015625000e+01,2.649913728237152100e-01,7.977485656738281250e-02,-9.512142539024353027e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941320352554e+09,-1.001946534961462021e-02,2.494734674692153931e-01,2.080679512023925781e+01,2.448306274414062500e+01,2.491702270507812500e+01,3.267401123046875000e+01,2.311532944440841675e-01,6.199514865875244141e-02,-9.510346055030822754e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941321080685e+09,-1.001946534961462021e-02,4.548437595367431641e-01,2.080679512023925781e+01,2.445416259765625000e+01,2.488803100585937500e+01,4.498168945312500000e+01,2.058934271335601807e-01,4.889428615570068359e-02,-9.507071375846862793e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627356941321604490e+09,1.001946534961462021e-02,6.996074914932250977e-01,2.080679512023925781e+01,2.433865356445312500e+01,2.480117797851562500e+01,5.728936767578125000e+01,1.738612353801727295e-01,4.094016551971435547e-02,-9.502034187316894531e-01
