4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746059448004e+09,-6.679643411189317703e-03,1.606340811122208834e-04,1.925317955017089844e+01,2.260061645507812500e+01,2.348922729492187500e+01,-1.465454101562500000e-01,0.000000000000000000e+00,-2.339482307434082031e-04,1.156565403448439611e-07
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746060094118e+09,0.000000000000000000e+00,-2.211068384349346161e-02,1.928684425354003906e+01,2.248620605468750000e+01,2.340307617187500000e+01,-1.025634765625000000e+00,0.000000000000000000e+00,-7.018446922302246094e-04,-1.586117781698703766e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746060642719e+09,-3.339821705594658852e-03,-2.019259519875049591e-02,1.928684425354003906e+01,2.262921142578125000e+01,2.351794433593750000e+01,-1.465454101562500000e-01,3.999999910593032837e-02,-7.018446922302246094e-04,-1.587571576237678528e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746061197281e+09,0.000000000000000000e+00,-1.891925185918807983e-02,1.928684425354003906e+01,2.304443359375000000e+01,2.394943237304687500e+01,-1.465454101562500000e-01,3.999999910593032837e-02,-7.018446922302246094e-04,-1.588933728635311127e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746061460972e+09,-1.335928682237863541e-02,-1.595742814242839813e-02,1.928684425354003906e+01,2.287252807617187500e+01,2.383425903320312500e+01,-1.465454101562500000e-01,3.999999910593032837e-02,-7.018446922302246094e-04,-1.590082608163356781e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746062494040e+09,-1.669910922646522522e-02,-1.283613871783018112e-02,1.928684425354003906e+01,2.280093383789062500e+01,2.371917724609375000e+01,-1.465454101562500000e-01,3.999999910593032837e-02,7.018446922302246094e-04,-1.591006852686405182e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746062494040e+09,0.000000000000000000e+00,-1.229844056069850922e-02,1.928684425354003906e+01,2.280093383789062500e+01,2.364727783203125000e+01,-1.465454101562500000e-01,3.999999910593032837e-02,4.912793636322021484e-03,-1.591892354190349579e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746064027309e+09,-2.671857364475727081e-02,-3.697092877700924873e-03,1.928684425354003906e+01,2.240045166015625000e+01,2.328820800781250000e+01,7.326049804687500000e-01,3.999999910593032837e-02,1.005959510803222656e-02,-1.592158526182174683e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746064787388e+09,-3.339821705594658852e-03,8.312430232763290405e-03,1.928684425354003906e+01,2.257199096679687500e+01,2.343176269531250000e+01,2.197814941406250000e+00,3.999999910593032837e-02,1.520633697509765625e-02,-1.591560058295726776e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.627348746064965963e+09,-3.005839511752128601e-02,3.171847388148307800e-02,1.928684425354003906e+01,2.277230834960937500e+01,2.363290405273437500e+01,3.956054687500000000e+00,3.999999910593032837e-02,2.035307884216308594e-02,-1.589276269078254700e-02
