1.010000000000000009e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.628824879589434862e+09,1.000000000000136197e-02,1.000000000000136113e+00,1.499599967028856895e+01,1.499998768753484768e+01,5.999995075013939072e+01,1.903995547630436747e+01,5.252113122033262170e-05,-8.599448854596804769e-05,3.111338615417958212e-02,5.935156517815347761e+05,6.300124215049305576e+01
1.010000000000000009e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.628824879605553389e+09,5.010000000000545128e+00,1.002000000000109026e+00,1.499623969007125446e+01,1.499998891878136398e+01,5.999995567512545591e+01,1.907803538725645609e+01,2.631308674138592429e-02,2.663805782446155082e-02,0.000000000000000000e+00,5.583644983164912555e+05,6.312545251959048187e+01
1.020000000000000018e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.628824879620926619e+09,5.018000000000436778e+00,1.003600000000087311e+00,1.499646530866697880e+01,1.499999002690322847e+01,5.999996010761291387e+01,1.910849931601812557e+01,2.635510364636161479e-02,2.619409405590601009e-02,1.542857360839977945e-02,5.854340757969717961e+05,6.322631710487856793e+01
1.030000000000000027e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.628824879636268139e+09,5.034400000000349706e+00,1.006880000000069941e+00,1.499667739014696011e+01,1.499999102421290509e+01,5.999996409685162035e+01,1.917095036998006208e+01,2.644123830156248911e-02,2.659902936664975195e-02,0.000000000000000000e+00,5.866441553553383565e+05,6.343239047367011807e+01
1.030000000000000027e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.628824879652192593e+09,5.057520000000279126e+00,1.011504000000055914e+00,1.499687674673814186e+01,1.499999192179161511e+01,5.999996768716646045e+01,1.925899112410221647e+01,2.656266715694350841e-02,2.653141669493351215e-02,0.000000000000000000e+00,5.651694300788026303e+05,6.372275639145560433e+01
1.040000000000000036e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.628824879668181419e+09,5.076016000000223904e+00,1.015203200000044825e+00,1.499706414193385307e+01,1.499999272961245467e+01,5.999997091844981867e+01,1.932942372739994141e+01,2.665981024124833287e-02,2.646774181389353886e-02,1.623190808258128184e-02,5.628940212859874591e+05,6.395538834845937970e+01
1.040000000000000036e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.628824879687834263e+09,5.100812800000179337e+00,1.020162560000035912e+00,1.499724029341782128e+01,1.499999345665120920e+01,5.999997382660483680e+01,1.942384972099072371e+01,2.679004583991251645e-02,2.724326093170944749e-02,0.000000000000000000e+00,4.579500067810841138e+05,6.426581562769752054e+01
1.040000000000000036e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.628824879698803663e+09,5.120650240000143683e+00,1.024130048000028825e+00,1.499740587581275086e+01,1.499999411098608881e+01,5.999997644394435525e+01,1.949939051586334671e+01,2.689423431884386054e-02,2.658165231684411073e-02,1.123409256420930015e-02,8.204650598684048746e+05,6.452096498275894021e+01
1.050000000000000044e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.628824879714729309e+09,5.136520192000116225e+00,1.027304038400023156e+00,1.499756152326398606e+01,1.499999469988748046e+01,5.999997879954992186e+01,1.955982315176144937e+01,2.697758510198894691e-02,2.719310915194886671e-02,2.759457283769599367e-02,5.651272259563765256e+05,6.471702881572757349e+01
1.050000000000000044e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.628824879730685949e+09,5.159216153600092447e+00,1.031843230720018489e+00,1.499770783186814604e+01,1.499999522989873313e+01,5.999998091959493252e+01,1.964624917143253313e+01,2.709678685972532683e-02,2.707597714928264981e-02,0.000000000000000000e+00,5.640295359515177552e+05,6.500283301452097362e+01
1.060000000000000053e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.628824879747641087e+09,5.177372922880074668e+00,1.035474584576014934e+00,1.499784536195605611e+01,1.499999570690886053e+01,5.999998282763544211e+01,1.971538998716940227e+01,2.719214826591443909e-02,2.728491781393589666e-02,1.755661370328028340e-02,5.308136248921193182e+05,6.523115505468409481e+01
1.060000000000000053e+00,1.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.628824879761603594e+09,5.201898338304059344e+00,1.040379667660811913e+00,1.499797464023869153e+01,1.499999613621797501e+01,5.999998454487190003e+01,1.980878255071149852e+01,2.732095852208604736e-02,2.770396268952809646e-02,0.000000000000000000e+00,6.445844118673333433e+05,6.554121851746964467e+01
